model,question_id,scenario,benchmark,score
qwen3.5-plus,673a5d4f6bd877b81c665adc,hle,validate_csv,1
qwen3-4b,673a5d4f6bd877b81c665adc,hle,validate_csv,0
gemini-2.5-pro-nothinking,673a5d4f6bd877b81c665adc,hle,validate_csv,0
qwen3-30b-a3b,673a5d4f6bd877b81c665adc,hle,validate_csv,0
gpt-4.1,673a5d4f6bd877b81c665adc,hle,validate_csv,0
gemini-2.5-flash,673a5d4f6bd877b81c665adc,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,673a5d4f6bd877b81c665adc,hle,validate_csv,0
qwen3-32b,673a5d4f6bd877b81c665adc,hle,validate_csv,0
qwen3-4b,673a31d0efec47c08d597095,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673a7987334115f5123f9c64,hle,validate_csv,0
qwen3-32b,673a7987334115f5123f9c64,hle,validate_csv,0
openai/gpt-4o-2024-05-13,673a7987334115f5123f9c64,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,673a5d4f6bd877b81c665adc,hle,validate_csv,0
qwen3-14b,673a7987334115f5123f9c64,hle,validate_csv,0
gpt-5,673a5d4f6bd877b81c665adc,hle,validate_csv,0
qwen3-14b,673a5d4f6bd877b81c665adc,hle,validate_csv,0
qwen3-8b,673a5d4f6bd877b81c665adc,hle,validate_csv,0
gemini-3.1-flash-lite-preview,673a7987334115f5123f9c64,hle,validate_csv,0
qwen3-4b,673a7987334115f5123f9c64,hle,validate_csv,0
gpt-5.2,673a7987334115f5123f9c64,hle,validate_csv,0
qwen3.5-plus,673a7987334115f5123f9c64,hle,validate_csv,1
openai/o3-mini-2025-01-31,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
openai/o3-mini-2025-01-31,673a7987334115f5123f9c64,hle,validate_csv,0
gpt-4.1,673a7987334115f5123f9c64,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
gpt-5,673a7987334115f5123f9c64,hle,validate_csv,0
qwen3-30b-a3b,673a7987334115f5123f9c64,hle,validate_csv,0
qwen3-max,673a5d4f6bd877b81c665adc,hle,validate_csv,0
gpt-5.2,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,673a7987334115f5123f9c64,hle,validate_csv,0
openai/gpt-4o-2024-05-13,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
gemini-2.5-pro-nothinking,673a7987334115f5123f9c64,hle,validate_csv,0
gpt-4.1,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
qwen3-8b,673a7987334115f5123f9c64,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,673a8ff77acc7cdc8c824b62,hle,validate_csv,1
gemini-2.5-flash,673a7987334115f5123f9c64,hle,validate_csv,0
qwen3.5-plus,673a8ff77acc7cdc8c824b62,hle,validate_csv,1
gemini-3.1-pro-preview-thinking-medium,673a7987334115f5123f9c64,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,673a7987334115f5123f9c64,hle,validate_csv,0
qwen3-235b-a22b,673a7987334115f5123f9c64,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
gemini-3.1-flash-lite-preview,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
qwen3-max,673a7987334115f5123f9c64,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
qwen3-8b,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
gemini-2.5-pro-nothinking,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
qwen3-4b,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
qwen3-32b,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
qwen3-14b,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
qwen3-30b-a3b,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,673a5d4f6bd877b81c665adc,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,673ab3fac0726c7f6713bf35,hle,validate_csv,0
qwen3.5-plus,673ab3fac0726c7f6713bf35,hle,validate_csv,1
gemini-2.5-flash,673ab3fac0726c7f6713bf35,hle,validate_csv,0
qwen3-8b,673ab3fac0726c7f6713bf35,hle,validate_csv,0
gpt-5.2,673ac0ef3792ac12ad54f599,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673ac0ef3792ac12ad54f599,hle,validate_csv,0
qwen3-14b,673ab9f26b5c65098f208d90,hle,validate_csv,0
qwen3-max,673ab3fac0726c7f6713bf35,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
gemini-2.5-flash,673ab9f26b5c65098f208d90,hle,validate_csv,0
qwen3-max,673a8ff77acc7cdc8c824b62,hle,validate_csv,0
qwen3-max,673ac0ef3792ac12ad54f599,hle,validate_csv,1
qwen3-30b-a3b,673ab9f26b5c65098f208d90,hle,validate_csv,0
openai/gpt-4o-2024-05-13,673ac0ef3792ac12ad54f599,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,673ab9f26b5c65098f208d90,hle,validate_csv,1
qwen3-30b-a3b,673ac0ef3792ac12ad54f599,hle,validate_csv,1
qwen3.5-plus,673ab9f26b5c65098f208d90,hle,validate_csv,1
qwen3-14b,673ac0ef3792ac12ad54f599,hle,validate_csv,0
openai/o3-mini-2025-01-31,673ab9f26b5c65098f208d90,hle,validate_csv,0
qwen3-32b,673ac0ef3792ac12ad54f599,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,673ab3fac0726c7f6713bf35,hle,validate_csv,0
gpt-4.1,673ab9f26b5c65098f208d90,hle,validate_csv,0
openai/gpt-4o-2024-05-13,673ab3fac0726c7f6713bf35,hle,validate_csv,0
gemini-2.5-pro-nothinking,673ab3fac0726c7f6713bf35,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,673ab3fac0726c7f6713bf35,hle,validate_csv,0
gpt-4.1,673ab3fac0726c7f6713bf35,hle,validate_csv,0
qwen3-4b,673ab9f26b5c65098f208d90,hle,validate_csv,0
qwen3-4b,673ab3fac0726c7f6713bf35,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,673ab9f26b5c65098f208d90,hle,validate_csv,0
gemini-3.1-flash-lite-preview,673ab9f26b5c65098f208d90,hle,validate_csv,0
openai/gpt-4o-2024-05-13,673ab9f26b5c65098f208d90,hle,validate_csv,0
gemini-3.1-flash-lite-preview,673ab3fac0726c7f6713bf35,hle,validate_csv,0
qwen3-8b,673ab9f26b5c65098f208d90,hle,validate_csv,0
gemini-2.5-pro-nothinking,673ac0ef3792ac12ad54f599,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673ab3fac0726c7f6713bf35,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673af80a3022b9e17f89d1c5,hle,validate_csv,1
qwen3-max,673af80a3022b9e17f89d1c5,hle,validate_csv,0
qwen3-32b,673ab9f26b5c65098f208d90,hle,validate_csv,0
qwen3-4b,673ac0ef3792ac12ad54f599,hle,validate_csv,0
qwen3-14b,673ab3fac0726c7f6713bf35,hle,validate_csv,0
gemini-3.1-flash-lite-preview,673ac0ef3792ac12ad54f599,hle,validate_csv,0
openai/gpt-4o-2024-05-13,673af80a3022b9e17f89d1c5,hle,validate_csv,1
gpt-5.2,673af80a3022b9e17f89d1c5,hle,validate_csv,0
qwen3-32b,673af80a3022b9e17f89d1c5,hle,validate_csv,1
qwen3-14b,673af80a3022b9e17f89d1c5,hle,validate_csv,1
gemini-2.5-flash,673af80a3022b9e17f89d1c5,hle,validate_csv,1
gemini-3.1-flash-lite-preview,673af80a3022b9e17f89d1c5,hle,validate_csv,1
qwen3.5-plus,673ac0ef3792ac12ad54f599,hle,validate_csv,0
gemini-2.5-pro-nothinking,673af80a3022b9e17f89d1c5,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,673ac0ef3792ac12ad54f599,hle,validate_csv,0
gemini-2.5-flash,673ac0ef3792ac12ad54f599,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,673af80a3022b9e17f89d1c5,hle,validate_csv,1
gemini-3.1-pro-preview-thinking-medium,673af80a3022b9e17f89d1c5,hle,validate_csv,1
qwen3-4b,673af80a3022b9e17f89d1c5,hle,validate_csv,0
qwen3-8b,673af80a3022b9e17f89d1c5,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,673ac0ef3792ac12ad54f599,hle,validate_csv,1
qwen/qwen2.5-7b-instruct-turbo,673af80a3022b9e17f89d1c5,hle,validate_csv,0
gpt-4.1,673ac0ef3792ac12ad54f599,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,673ab3fac0726c7f6713bf35,hle,validate_csv,0
qwen3-8b,673ac0ef3792ac12ad54f599,hle,validate_csv,0
qwen3-30b-a3b,673af80a3022b9e17f89d1c5,hle,validate_csv,1
gpt-5,673ac0ef3792ac12ad54f599,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,673ab9f26b5c65098f208d90,hle,validate_csv,0
openai/o3-mini-2025-01-31,673ac0ef3792ac12ad54f599,hle,validate_csv,0
gemini-3.1-flash-lite-preview,673b5fdff0294e2cbdb5bebb,hle,validate_csv,0
qwen3-235b-a22b,673ac0ef3792ac12ad54f599,hle,validate_csv,0
qwen3.5-plus,673af80a3022b9e17f89d1c5,hle,validate_csv,1
gpt-5.2,673ab9f26b5c65098f208d90,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,673ab9f26b5c65098f208d90,hle,validate_csv,0
qwen3-32b,673ab3fac0726c7f6713bf35,hle,validate_csv,0
gemini-2.5-pro-nothinking,673ab9f26b5c65098f208d90,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673ab9f26b5c65098f208d90,hle,validate_csv,0
gpt-4.1,673b5fdff0294e2cbdb5bebb,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673b5fdff0294e2cbdb5bebb,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,673ac0ef3792ac12ad54f599,hle,validate_csv,0
gemini-2.5-flash,673b5fdff0294e2cbdb5bebb,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,673b5fdff0294e2cbdb5bebb,hle,validate_csv,1
gpt-4.1,673af80a3022b9e17f89d1c5,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,673b5fdff0294e2cbdb5bebb,hle,validate_csv,1
qwen3-max,673ab9f26b5c65098f208d90,hle,validate_csv,0
qwen3-max,673b5fdff0294e2cbdb5bebb,hle,validate_csv,1
gemini-2.5-pro-nothinking,673b5fdff0294e2cbdb5bebb,hle,validate_csv,0
gpt-5,673b5fdff0294e2cbdb5bebb,hle,validate_csv,1
qwen/qwen2.5-72b-instruct-turbo,673b5fdff0294e2cbdb5bebb,hle,validate_csv,0
qwen3-30b-a3b,673b5fdff0294e2cbdb5bebb,hle,validate_csv,0
qwen3.5-plus,673b5fdff0294e2cbdb5bebb,hle,validate_csv,1
qwen/qwen2.5-7b-instruct-turbo,673b5fdff0294e2cbdb5bebb,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,673ac0ef3792ac12ad54f599,hle,validate_csv,0
qwen3-14b,673b5fdff0294e2cbdb5bebb,hle,validate_csv,0
gemini-3.1-flash-lite-preview,673b6ef1430f8b6e47a67760,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,673b6ef1430f8b6e47a67760,hle,validate_csv,1
qwen3-30b-a3b,673ab3fac0726c7f6713bf35,hle,validate_csv,0
gpt-5.2,673b6ef1430f8b6e47a67760,hle,validate_csv,0
gpt-5.2,673b5fdff0294e2cbdb5bebb,hle,validate_csv,0
qwen3-30b-a3b,673b6ef1430f8b6e47a67760,hle,validate_csv,0
qwen3-max,673b6ef1430f8b6e47a67760,hle,validate_csv,0
qwen3-8b,673b5fdff0294e2cbdb5bebb,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,673b6ef1430f8b6e47a67760,hle,validate_csv,0
qwen3.5-plus,673b6ef1430f8b6e47a67760,hle,validate_csv,1
qwen3-4b,673b5fdff0294e2cbdb5bebb,hle,validate_csv,0
qwen3-8b,673b6ef1430f8b6e47a67760,hle,validate_csv,0
openai/gpt-4o-2024-05-13,673b6ef1430f8b6e47a67760,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,673b6ef1430f8b6e47a67760,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673b6ef1430f8b6e47a67760,hle,validate_csv,0
gemini-2.5-pro-nothinking,673b6ef1430f8b6e47a67760,hle,validate_csv,0
openai/o3-mini-2025-01-31,673b6ef1430f8b6e47a67760,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
qwen3-4b,673b6ef1430f8b6e47a67760,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
qwen3-32b,673b5fdff0294e2cbdb5bebb,hle,validate_csv,0
gpt-4.1,673b6ef1430f8b6e47a67760,hle,validate_csv,0
gemini-2.5-pro-nothinking,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
qwen3-14b,673b6ef1430f8b6e47a67760,hle,validate_csv,0
qwen3-14b,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
qwen3-30b-a3b,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
gemini-3.1-flash-lite-preview,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
gemini-2.5-flash,673b6ef1430f8b6e47a67760,hle,validate_csv,1
qwen/qwen2.5-72b-instruct-turbo,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673b955f2ddd80745b6bd232,hle,validate_csv,0
gpt-5.2,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
qwen3-32b,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
qwen3-32b,673b6ef1430f8b6e47a67760,hle,validate_csv,0
qwen3-4b,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
qwen3.5-plus,673b7ee0b22ebd24e26d4ece,hle,validate_csv,1
openai/gpt-4o-2024-05-13,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,673b6ef1430f8b6e47a67760,hle,validate_csv,0
qwen3-max,673b955f2ddd80745b6bd232,hle,validate_csv,0
gemini-2.5-flash,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
gpt-5.2,673b955f2ddd80745b6bd232,hle,validate_csv,0
gpt-4.1,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
gemini-2.5-pro-nothinking,673b955f2ddd80745b6bd232,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,673b7ee0b22ebd24e26d4ece,hle,validate_csv,1
gpt-5,673b7ee0b22ebd24e26d4ece,hle,validate_csv,1
qwen3.5-plus,673b955f2ddd80745b6bd232,hle,validate_csv,1
openai/gpt-4o-2024-05-13,673b955f2ddd80745b6bd232,hle,validate_csv,0
qwen3-30b-a3b,673b955f2ddd80745b6bd232,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,673b955f2ddd80745b6bd232,hle,validate_csv,0
qwen3-14b,673b955f2ddd80745b6bd232,hle,validate_csv,0
gemini-3.1-flash-lite-preview,673b955f2ddd80745b6bd232,hle,validate_csv,0
gpt-5.2,673ce6500bf8b23a52510a18,hle,validate_csv,0
qwen3-4b,673b955f2ddd80745b6bd232,hle,validate_csv,0
qwen3-32b,673b955f2ddd80745b6bd232,hle,validate_csv,0
gpt-4.1,673b955f2ddd80745b6bd232,hle,validate_csv,0
qwen3-8b,673b955f2ddd80745b6bd232,hle,validate_csv,0
gemini-3.1-flash-lite-preview,673ce6500bf8b23a52510a18,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673ce6500bf8b23a52510a18,hle,validate_csv,0
openai/gpt-4o-2024-05-13,673ce6500bf8b23a52510a18,hle,validate_csv,0
openai/o3-mini-2025-01-31,673b955f2ddd80745b6bd232,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,673ce6500bf8b23a52510a18,hle,validate_csv,1
qwen3-next-80b-a3b-instruct,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
gemini-2.5-pro-nothinking,673ce6500bf8b23a52510a18,hle,validate_csv,0
qwen3-14b,673ce6500bf8b23a52510a18,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,673ce6500bf8b23a52510a18,hle,validate_csv,0
qwen3-30b-a3b,673ce6500bf8b23a52510a18,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,673ce6500bf8b23a52510a18,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,673b955f2ddd80745b6bd232,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,673ce6500bf8b23a52510a18,hle,validate_csv,1
qwen3.5-plus,673ce6500bf8b23a52510a18,hle,validate_csv,0
openai/o3-mini-2025-01-31,673ce6500bf8b23a52510a18,hle,validate_csv,0
gemini-2.5-flash,673ce6500bf8b23a52510a18,hle,validate_csv,0
qwen3-max,673b7ee0b22ebd24e26d4ece,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,673b955f2ddd80745b6bd232,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,673b955f2ddd80745b6bd232,hle,validate_csv,0
qwen3-32b,673ce6500bf8b23a52510a18,hle,validate_csv,0
gemini-2.5-flash,673b955f2ddd80745b6bd232,hle,validate_csv,0
qwen3-4b,673ce6500bf8b23a52510a18,hle,validate_csv,0
qwen3-8b,673ce6500bf8b23a52510a18,hle,validate_csv,0
qwen3-max,673ce6500bf8b23a52510a18,hle,validate_csv,0
qwen3-14b,673d70ca1b7b41a118b4b786,hle,validate_csv,1
gemini-2.5-flash,673d70ca1b7b41a118b4b786,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,673af80a3022b9e17f89d1c5,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,673d70ca1b7b41a118b4b786,hle,validate_csv,0
openai/gpt-4o-2024-05-13,673d70ca1b7b41a118b4b786,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,673d70ca1b7b41a118b4b786,hle,validate_csv,1
qwen3-max,673d70ca1b7b41a118b4b786,hle,validate_csv,1
gemini-3.1-flash-lite-preview,673d70ca1b7b41a118b4b786,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673d70ca1b7b41a118b4b786,hle,validate_csv,0
qwen3-30b-a3b,673d70ca1b7b41a118b4b786,hle,validate_csv,0
gpt-4.1,673d70ca1b7b41a118b4b786,hle,validate_csv,0
qwen3-4b,673d70ca1b7b41a118b4b786,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,673d70ca1b7b41a118b4b786,hle,validate_csv,0
gpt-5.2,673d70ca1b7b41a118b4b786,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,673d70ca1b7b41a118b4b786,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,673ff6e9766a23f49ade65df,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
qwen3-32b,673d70ca1b7b41a118b4b786,hle,validate_csv,0
gemini-2.5-pro-nothinking,673d70ca1b7b41a118b4b786,hle,validate_csv,0
qwen3-30b-a3b,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
qwen3-8b,673d70ca1b7b41a118b4b786,hle,validate_csv,0
qwen3-30b-a3b,673ff6e9766a23f49ade65df,hle,validate_csv,0
qwen3-14b,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
qwen3.5-plus,673f8934ccb23d2ccc360e4e,hle,validate_csv,1
gemini-3.1-pro-preview-thinking-medium,673f8934ccb23d2ccc360e4e,hle,validate_csv,1
qwen3-8b,673ff6e9766a23f49ade65df,hle,validate_csv,0
qwen3.5-plus,673d70ca1b7b41a118b4b786,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,673ffbd26fcd58c71515bdee,hle,validate_csv,0
qwen3-max,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
qwen3-4b,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
qwen3-8b,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
gemini-2.5-flash,673ff6e9766a23f49ade65df,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
gpt-4.1,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
openai/gpt-4o-2024-05-13,673ffbd26fcd58c71515bdee,hle,validate_csv,0
gpt-5.2,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
qwen3-4b,673ff6e9766a23f49ade65df,hle,validate_csv,0
gpt-4.1,673ffbd26fcd58c71515bdee,hle,validate_csv,0
qwen3-32b,673ffbd26fcd58c71515bdee,hle,validate_csv,0
qwen3-max,673ffbd26fcd58c71515bdee,hle,validate_csv,0
qwen3-32b,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
openai/gpt-4o-2024-05-13,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
qwen3-30b-a3b,673ffbd26fcd58c71515bdee,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,673ff6e9766a23f49ade65df,hle,validate_csv,0
qwen3-14b,673ffbd26fcd58c71515bdee,hle,validate_csv,0
gpt-5.2,673ab3fac0726c7f6713bf35,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673ffbd26fcd58c71515bdee,hle,validate_csv,0
qwen3-4b,673ffbd26fcd58c71515bdee,hle,validate_csv,0
gemini-3.1-flash-lite-preview,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
qwen/qwen2.5-7b-instruct-turbo,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
qwen3.5-plus,673ff6e9766a23f49ade65df,hle,validate_csv,1
gemini-3.1-flash-lite-preview,673ffbd26fcd58c71515bdee,hle,validate_csv,0
gemini-2.5-pro-nothinking,673f8934ccb23d2ccc360e4e,hle,validate_csv,0
gpt-5.2,673ffbd26fcd58c71515bdee,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,673ffbd26fcd58c71515bdee,hle,validate_csv,0
qwen3-14b,673ff6e9766a23f49ade65df,hle,validate_csv,0
qwen3-8b,673ffbd26fcd58c71515bdee,hle,validate_csv,0
gemini-2.5-pro-nothinking,673ffbd26fcd58c71515bdee,hle,validate_csv,0
openai/o3-mini-2025-01-31,673ffbd26fcd58c71515bdee,hle,validate_csv,0
qwen3-235b-a22b,673ffbd26fcd58c71515bdee,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,673ffbd26fcd58c71515bdee,hle,validate_csv,0
gemini-3.1-flash-lite-preview,673ff6e9766a23f49ade65df,hle,validate_csv,0
gpt-5,673ffbd26fcd58c71515bdee,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,673ffbd26fcd58c71515bdee,hle,validate_csv,0
gemini-2.5-flash,673ffbd26fcd58c71515bdee,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,673ff6e9766a23f49ade65df,hle,validate_csv,0
openai/gpt-4o-2024-05-13,6740f12881d5bb0710804155,hle,validate_csv,0
qwen3.5-plus,673ffbd26fcd58c71515bdee,hle,validate_csv,0
gemini-3.1-flash-lite-preview,6740f12881d5bb0710804155,hle,validate_csv,0
qwen3-30b-a3b,6740f12881d5bb0710804155,hle,validate_csv,0
openai/gpt-4o-2024-08-06,673ff6e9766a23f49ade65df,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,673ff6e9766a23f49ade65df,hle,validate_csv,0
qwen3-8b,6740f12881d5bb0710804155,hle,validate_csv,0
gemini-2.5-flash,6740f12881d5bb0710804155,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,6740f12881d5bb0710804155,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,6740f12881d5bb0710804155,hle,validate_csv,1
openai/gpt-4o-2024-08-06,6740f12881d5bb0710804155,hle,validate_csv,0
gpt-5.2,6740f12881d5bb0710804155,hle,validate_csv,1
qwen3-4b,6740f12881d5bb0710804155,hle,validate_csv,0
qwen3-max,6740f12881d5bb0710804155,hle,validate_csv,1
qwen/qwen2.5-7b-instruct-turbo,6740f12881d5bb0710804155,hle,validate_csv,0
gpt-5.2,673ff6e9766a23f49ade65df,hle,validate_csv,0
openai/o3-mini-2025-01-31,673d70ca1b7b41a118b4b786,hle,validate_csv,0
qwen3-32b,67414401f5fbbfac5c273a0d,hle,validate_csv,0
gpt-4.1,6740f12881d5bb0710804155,hle,validate_csv,0
qwen3-max,673ff6e9766a23f49ade65df,hle,validate_csv,0
qwen3-32b,6740f12881d5bb0710804155,hle,validate_csv,0
openai/o3-mini-2025-01-31,67414401f5fbbfac5c273a0d,hle,validate_csv,0
gpt-5,6740f12881d5bb0710804155,hle,validate_csv,1
openai/gpt-4o-2024-05-13,67414401f5fbbfac5c273a0d,hle,validate_csv,0
qwen3-8b,67414401f5fbbfac5c273a0d,hle,validate_csv,0
qwen3-max,67414401f5fbbfac5c273a0d,hle,validate_csv,0
gemini-2.5-pro-nothinking,67414401f5fbbfac5c273a0d,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,67414401f5fbbfac5c273a0d,hle,validate_csv,1
qwen/qwen2.5-7b-instruct-turbo,67414401f5fbbfac5c273a0d,hle,validate_csv,0
gpt-5.2,67414401f5fbbfac5c273a0d,hle,validate_csv,0
openai/gpt-4o-2024-08-06,67414401f5fbbfac5c273a0d,hle,validate_csv,0
qwen3-30b-a3b,67414401f5fbbfac5c273a0d,hle,validate_csv,0
gpt-4.1,673ff6e9766a23f49ade65df,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,6740f12881d5bb0710804155,hle,validate_csv,1
openai/o3-mini-2025-01-31,673ff6e9766a23f49ade65df,hle,validate_csv,0
gemini-3.1-flash-lite-preview,67414401f5fbbfac5c273a0d,hle,validate_csv,0
qwen3-14b,6740f12881d5bb0710804155,hle,validate_csv,0
gemini-2.5-pro-nothinking,673ff6e9766a23f49ade65df,hle,validate_csv,0
qwen3-next-80b-a3b-instruct,67414401f5fbbfac5c273a0d,hle,validate_csv,0
qwen3-14b,67414401f5fbbfac5c273a0d,hle,validate_csv,0
qwen/qwen2.5-72b-instruct-turbo,67414401f5fbbfac5c273a0d,hle,validate_csv,0
gpt-4.1,67414401f5fbbfac5c273a0d,hle,validate_csv,0
qwen3.5-plus,67414401f5fbbfac5c273a0d,hle,validate_csv,0
gemini-2.5-flash,67414401f5fbbfac5c273a0d,hle,validate_csv,0
qwen3-max,6742b72d714118dd43c25d12,hle,validate_csv,1
gemini-2.5-flash,67418f4d1cf0c9eba73432cc,hle,validate_csv,0
gpt-5,6742b72d714118dd43c25d12,hle,validate_csv,1
qwen3-4b,67414401f5fbbfac5c273a0d,hle,validate_csv,0
gpt-5,67414401f5fbbfac5c273a0d,hle,validate_csv,0
gpt-4.1,6742b72d714118dd43c25d12,hle,validate_csv,1
qwen3-32b,673ff6e9766a23f49ade65df,hle,validate_csv,0
openai/gpt-4o-2024-08-06,6742b72d714118dd43c25d12,hle,validate_csv,0
openai/o3-mini-2025-01-31,673ab3fac0726c7f6713bf35,hle,validate_csv,1
qwen3-30b-a3b,6742b72d714118dd43c25d12,hle,validate_csv,0
qwen3-8b,6742b72d714118dd43c25d12,hle,validate_csv,0
gemini-3.1-pro-preview-thinking-medium,6742b72d714118dd43c25d12,hle,validate_csv,1
gpt-5.2,6742b72d714118dd43c25d12,hle,validate_csv,0
